sample_id,block,replicate,h2s_ppm,duration_h,exposure_profile,true_dose_ppmh,temp_C,rh_pct,sealed_pouch,strip_age_days,light_klux_h,uv_film,read_delay_h,interferent,agZone_L,agZone_a,agZone_b,agZone_R,agZone_G,agZone_B,agZone_dE,agZone_frac,cuZone_L,cuZone_a,cuZone_b,cuZone_R,cuZone_G,cuZone_B,cuZone_dE,cuZone_frac,ctrl_patch_frac,seal_dot,est_agZone_ppmh,est_cuZone_ppmh,est_dose_ppmh,ci95_low,ci95_high,est_error_pct,qa_flag,data_type
SIM-0178,D_humidity,1,5.0,4.0,constant,20.0,25.0,60.0,True,0,0.0,True,0,none,31.14,2.58,4.19,80,72,67,62.92,0.9527,69.25,-4.86,-8.08,151,172,183,14.41,0.2462,0.0049,WHITE (intact),,17.947,17.947,15.086,20.808,-10.3,OK,SIMULATED
SIM-0179,D_humidity,2,5.0,4.0,constant,20.0,25.0,60.0,True,0,0.0,True,0,none,30.56,1.69,4.3,77,71,65,63.47,0.9611,66.94,-4.5,-7.12,147,166,175,16.93,0.2893,-0.0047,WHITE (intact),,21.682,21.682,18.481,24.883,8.4,OK,SIMULATED
SIM-0180,D_humidity,3,5.0,4.0,constant,20.0,25.0,60.0,True,0,0.0,True,0,none,31.58,2.99,4.47,82,72,67,62.51,0.9464,68.79,-4.46,-8.5,151,171,183,14.74,0.2516,0.0009,WHITE (intact),18.574,18.402,18.476,16.283,20.669,-7.6,OK,SIMULATED
SIM-0181,D_humidity,1,15.0,4.0,constant,60.0,25.0,60.0,True,0,0.0,True,0,none,27.46,2.66,4.26,72,63,58,66.6,1.0085,50.65,-0.23,0.35,120,121,120,35.34,0.6039,-0.0053,WHITE (intact),,58.807,58.807,51.619,65.995,-2.0,OK,SIMULATED
SIM-0182,D_humidity,2,15.0,4.0,constant,60.0,25.0,60.0,True,0,0.0,True,0,none,27.78,1.56,2.7,70,65,62,66.24,1.0028,49.97,-1.1,0.77,117,119,118,35.94,0.6141,0.0056,WHITE (intact),,60.451,60.451,53.067,67.836,0.8,OK,SIMULATED
SIM-0183,D_humidity,3,15.0,4.0,constant,60.0,25.0,60.0,True,0,0.0,True,0,none,28.5,1.58,4.32,72,66,61,65.54,0.9924,50.73,-0.78,0.18,119,121,120,35.09,0.5996,0.0001,WHITE (intact),,58.118,58.118,51.012,65.224,-3.1,OK,SIMULATED
SIM-0184,D_humidity,1,1.0,4.0,constant,4.0,25.0,80.0,True,0,0.0,True,0,none,60.86,1.06,3.6,152,146,141,33.16,0.5022,77.64,-7.57,-12.58,163,197,215,4.61,0.0777,-0.0066,WHITE (intact),4.152,4.817,4.199,3.721,4.677,5.0,OK,SIMULATED
SIM-0185,D_humidity,2,1.0,4.0,constant,4.0,25.0,80.0,True,0,0.0,True,0,none,60.9,0.7,3.71,151,146,140,33.11,0.5014,78.49,-6.24,-12.62,168,199,217,4.16,0.0692,0.0014,WHITE (intact),4.134,4.266,4.143,3.667,4.619,3.6,OK,SIMULATED
SIM-0186,D_humidity,3,1.0,4.0,constant,4.0,25.0,80.0,True,0,0.0,True,0,none,59.99,0.94,3.88,149,144,138,34.04,0.5154,78.26,-7.43,-12.77,164,199,217,3.98,0.0675,0.0021,WHITE (intact),4.299,4.16,4.288,3.797,4.78,7.2,OK,SIMULATED
SIM-0187,D_humidity,1,5.0,4.0,constant,20.0,25.0,80.0,True,0,0.0,True,0,none,29.9,1.03,4.11,75,70,64,64.12,0.9709,66.51,-4.07,-5.91,148,164,172,17.91,0.3057,0.0067,WHITE (intact),,21.719,21.719,18.587,24.851,8.6,OK,SIMULATED
SIM-0188,D_humidity,2,5.0,4.0,constant,20.0,25.0,80.0,True,0,0.0,True,0,none,30.66,1.74,4.45,78,71,65,63.38,0.9597,67.89,-4.09,-6.86,151,168,178,16.29,0.278,0.009,WHITE (intact),,19.386,19.386,16.472,22.299,-3.1,OK,SIMULATED
SIM-0189,D_humidity,3,5.0,4.0,constant,20.0,25.0,80.0,True,0,0.0,True,0,none,30.27,2.14,4.03,77,70,65,63.78,0.9658,66.97,-4.5,-6.57,148,166,174,17.12,0.2926,-0.0037,WHITE (intact),,20.601,20.601,17.575,23.628,3.0,OK,SIMULATED
SIM-0190,D_humidity,1,15.0,4.0,constant,60.0,25.0,80.0,True,0,0.0,True,0,none,28.47,2.09,3.4,73,66,62,65.57,0.9928,48.34,-0.83,0.46,114,115,114,37.33,0.6377,0.0009,WHITE (intact),,60.425,60.425,53.047,67.804,0.7,OK,SIMULATED
SIM-0191,D_humidity,2,15.0,4.0,constant,60.0,25.0,80.0,True,0,0.0,True,0,none,28.38,2.18,3.28,72,66,62,65.66,0.9942,47.85,-0.14,2.37,115,113,110,38.68,0.661,-0.0017,WHITE (intact),,64.384,64.384,56.514,72.255,7.3,OK,SIMULATED
SIM-0192,D_humidity,3,15.0,4.0,constant,60.0,25.0,80.0,True,0,0.0,True,0,none,29.19,1.81,3.94,74,68,63,64.84,0.9819,50.15,-0.69,0.22,118,120,119,35.64,0.609,-0.0028,WHITE (intact),,55.902,55.902,49.071,62.732,-6.8,OK,SIMULATED
SIM-0193,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,True,0,0.0,True,0,none,41.32,1.5,3.61,103,96,92,52.71,0.7982,73.89,-5.89,-10.66,159,186,201,9.02,0.1539,-0.0021,WHITE (intact),10.669,11.143,10.779,9.633,11.924,7.8,OK,SIMULATED
SIM-0194,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,True,0,0.0,True,0,none,40.55,1.13,4.18,100,95,89,53.47,0.8097,74.29,-6.55,-10.56,158,187,202,8.57,0.1463,0.0065,WHITE (intact),11.018,10.545,10.898,9.723,12.073,9.0,OK,SIMULATED
SIM-0195,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,True,0,0.0,True,0,none,42.66,2.18,4.38,107,99,94,51.41,0.7784,74.79,-5.86,-10.46,161,188,203,8.31,0.1418,-0.0024,WHITE (intact),10.045,10.191,10.077,9.001,11.153,0.8,OK,SIMULATED
SIM-0196,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,True,30,0.0,True,0,none,42.43,1.75,3.69,106,99,94,51.6,0.7814,74.02,-5.76,-10.68,159,186,201,8.93,0.1523,0.0031,WHITE (intact),10.425,11.182,10.589,9.471,11.708,5.9,OK,SIMULATED
SIM-0197,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,True,30,0.0,True,0,none,43.39,2.03,3.18,108,101,97,50.65,0.7669,75.5,-6.47,-11.28,161,190,206,7.21,0.1231,-0.0125,WHITE (intact),10.004,8.891,9.755,8.694,10.816,-2.4,OK,SIMULATED
SIM-0198,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,True,30,0.0,True,0,none,44.4,1.8,4.33,111,104,98,49.65,0.7518,74.24,-6.33,-11.25,158,187,203,8.4,0.143,-0.0075,WHITE (intact),9.572,10.446,9.74,8.71,10.77,-2.6,OK,SIMULATED
SIM-0199,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,True,60,0.0,True,0,none,44.81,1.61,3.66,111,105,100,49.22,0.7453,73.95,-5.86,-11.34,158,186,202,8.74,0.1484,0.0015,WHITE (intact),9.672,11.032,9.924,8.883,10.966,-0.8,OK,SIMULATED
SIM-0200,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,True,60,0.0,True,0,none,43.95,1.69,2.95,109,103,99,50.07,0.7582,74.56,-7.31,-10.2,158,188,202,8.38,0.142,0.0019,WHITE (intact),10.035,10.524,10.135,9.06,11.209,1.3,OK,SIMULATED
SIM-0201,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,True,60,0.0,True,0,none,42.61,1.58,3.74,106,100,95,51.42,0.7787,74.08,-7.15,-10.01,157,187,200,8.91,0.1512,0.0025,WHITE (intact),10.657,11.26,10.79,9.65,11.93,7.9,OK,SIMULATED
SIM-0202,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,True,90,0.0,True,0,none,46.16,1.78,3.41,115,108,104,47.88,0.725,75.86,-7.09,-11.83,160,192,208,6.57,0.1116,-0.0083,WHITE (intact),9.417,8.254,9.187,8.186,10.188,-8.1,OK,SIMULATED
SIM-0203,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,True,90,0.0,True,0,none,45.46,0.63,4.16,112,107,101,48.56,0.7352,75.95,-6.41,-10.76,163,192,207,7.04,0.1201,0.0009,WHITE (intact),9.685,8.921,9.531,8.502,10.561,-4.7,OK,SIMULATED
SIM-0204,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,True,90,0.0,True,0,none,44.13,1.12,3.91,109,103,98,49.89,0.7554,74.16,-6.66,-10.55,158,187,201,8.66,0.1478,0.0093,WHITE (intact),10.204,11.157,10.394,9.3,11.487,3.9,OK,SIMULATED
SIM-0205,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,False,0,0.0,True,0,none,43.02,0.91,4.45,106,101,94,51.01,0.7722,74.33,-6.09,-10.77,159,187,202,8.54,0.1458,-0.0049,BLUE (seal broken),9.863,10.505,9.996,8.936,11.056,-0.0,OK|SEAL_BROKEN,SIMULATED
SIM-0206,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,False,0,0.0,True,0,none,42.14,1.71,3.11,105,98,94,51.89,0.7857,74.87,-5.99,-10.28,162,188,203,8.29,0.1414,0.018,BLUE (seal broken),10.147,10.16,10.15,9.064,11.236,1.5,OK|SEAL_BROKEN,SIMULATED
SIM-0207,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,False,0,0.0,True,0,none,43.24,1.6,2.32,107,101,98,50.79,0.7688,74.72,-6.53,-10.42,160,188,203,8.25,0.1408,-0.004,BLUE (seal broken),9.764,10.119,9.838,8.79,10.886,-1.6,OK|SEAL_BROKEN,SIMULATED
SIM-0208,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,False,30,0.0,True,0,none,45.06,1.5,4.18,112,106,100,48.98,0.7416,75.04,-6.15,-10.05,162,189,203,8.21,0.1398,0.0239,BLUE (seal broken),9.991,10.659,10.12,9.051,11.188,1.2,OK|SEAL_BROKEN,SIMULATED
SIM-0209,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,False,30,0.0,True,0,none,45.11,1.42,3.36,112,106,101,48.92,0.7407,75.3,-6.07,-10.6,162,190,205,7.76,0.1323,0.0278,BLUE (seal broken),9.934,10.047,9.956,8.897,11.016,-0.4,OK|SEAL_BROKEN,SIMULATED
SIM-0210,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,False,30,0.0,True,0,none,44.04,1.04,4.32,109,103,97,49.99,0.7569,74.76,-6.14,-11.07,160,188,204,8.03,0.137,0.0384,BLUE (seal broken),10.336,10.431,10.356,9.256,11.456,3.6,OK|SEAL_BROKEN,SIMULATED
SIM-0211,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,False,60,0.0,True,0,none,45.9,0.74,4.15,113,108,102,48.12,0.7285,76.18,-6.78,-10.68,163,192,207,6.82,0.116,0.0408,BLUE (seal broken),10.696,9.27,10.396,9.271,11.521,4.0,OK|SEAL_BROKEN,SIMULATED
SIM-0212,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,False,60,0.0,True,0,none,48.29,1.62,3.46,120,114,109,45.75,0.6927,76.07,-6.89,-11.24,162,192,208,6.63,0.1133,0.0479,BLUE (seal broken),9.584,9.035,9.487,8.464,10.51,-5.1,OK|SEAL_BROKEN,SIMULATED
SIM-0213,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,False,60,0.0,True,0,none,49.36,1.33,3.86,123,116,111,44.67,0.6764,76.54,-6.34,-11.15,164,193,209,6.38,0.1087,0.0573,BLUE (seal broken),9.062,8.646,8.995,8.021,9.968,-10.1,OK|SEAL_BROKEN,SIMULATED
SIM-0214,E_shelf_age,1,2.5,4.0,constant,10.0,25.0,50.0,False,90,0.0,True,0,none,48.93,1.41,3.8,122,115,110,45.09,0.6829,75.51,-6.93,-12.05,159,191,208,6.86,0.116,0.082,BLUE (seal broken),10.156,9.843,10.102,9.018,11.186,1.0,OK|SEAL_BROKEN,SIMULATED
SIM-0215,E_shelf_age,2,2.5,4.0,constant,10.0,25.0,50.0,False,90,0.0,True,0,none,49.85,1.01,3.17,123,118,113,44.16,0.6687,76.15,-6.44,-10.68,164,192,207,6.91,0.1176,0.0714,BLUE (seal broken),9.848,9.986,9.87,8.813,10.927,-1.3,OK|SEAL_BROKEN,SIMULATED
SIM-0216,E_shelf_age,3,2.5,4.0,constant,10.0,25.0,50.0,False,90,0.0,True,0,none,50.47,1.12,3.37,125,119,114,43.55,0.6594,75.87,-6.69,-11.42,161,192,208,6.78,0.1157,0.0487,BLUE (seal broken),9.816,9.818,9.816,8.763,10.869,-1.8,OK|SEAL_BROKEN,SIMULATED
SIM-0217,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,0.0,True,0,none,64.69,0.52,4.62,161,156,149,29.36,0.4442,78.63,-6.64,-12.91,167,199,218,3.8,0.0636,0.0015,WHITE (intact),3.906,4.384,3.933,3.469,4.396,-1.7,OK,SIMULATED
SIM-0218,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,0.0,True,0,none,65.06,1.06,2.83,162,157,153,28.96,0.4385,78.63,-6.39,-12.92,168,199,218,3.88,0.0644,-0.0025,WHITE (intact),3.847,4.434,3.879,3.422,4.337,-3.0,OK,SIMULATED
SIM-0219,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,0.0,True,0,none,64.69,1.41,3.36,162,156,151,29.35,0.4444,78.54,-7.04,-13.23,166,199,218,3.67,0.0613,0.002,WHITE (intact),3.904,4.214,3.922,3.459,4.385,-2.0,OK,SIMULATED
SIM-0220,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,50.0,True,0,none,64.42,0.98,3.28,161,155,150,29.6,0.4482,79.07,-7.68,-12.18,167,201,218,3.46,0.0583,0.0111,WHITE (intact),3.89,4.005,3.897,3.435,4.358,-2.6,OK,SIMULATED
SIM-0221,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,50.0,True,0,none,61.53,1.41,3.84,154,148,142,32.51,0.4922,78.03,-6.23,-11.95,168,197,215,4.81,0.0809,0.0056,WHITE (intact),4.481,5.622,4.556,4.037,5.076,13.9,OK,SIMULATED
SIM-0222,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,50.0,True,0,none,63.19,2.24,3.19,160,151,147,30.9,0.4674,79.06,-7.84,-12.53,166,201,219,3.29,0.0555,0.0057,WHITE (intact),4.162,3.81,4.14,3.652,4.627,3.5,OK,SIMULATED
SIM-0223,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,200.0,True,0,none,62.9,0.68,3.34,156,152,146,31.11,0.4711,78.94,-6.81,-13.1,167,200,219,3.41,0.057,0.0427,WHITE (intact),3.955,3.912,3.952,3.485,4.42,-1.2,OK,SIMULATED
SIM-0224,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,200.0,True,0,none,63.03,0.83,2.81,156,152,148,30.98,0.469,79.25,-7.59,-13.81,165,202,221,2.79,0.0446,0.0423,WHITE (intact),3.932,3.041,3.878,3.413,4.343,-3.0,OK,SIMULATED
SIM-0225,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,200.0,True,0,none,62.15,0.96,3.39,155,149,144,31.87,0.4826,78.96,-6.81,-11.51,169,200,216,4.1,0.0678,0.038,WHITE (intact),4.135,4.678,4.168,3.682,4.653,4.2,OK,SIMULATED
SIM-0226,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,800.0,True,0,none,58.57,0.62,3.21,144,140,135,35.44,0.5366,79.09,-7.76,-13.48,165,201,220,2.97,0.0487,0.1461,WHITE (intact),4.075,3.328,4.028,3.549,4.506,0.7,OK,SIMULATED
SIM-0227,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,800.0,True,0,none,58.98,1.52,2.93,147,141,137,35.05,0.5306,80.35,-7.27,-11.86,172,204,221,2.8,0.0426,0.156,WHITE (intact),3.912,2.902,3.851,3.388,4.314,-3.7,OK,SIMULATED
SIM-0228,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,800.0,True,0,none,57.63,1.18,2.96,143,138,133,36.39,0.551,78.07,-7.99,-12.68,163,199,216,4.14,0.0689,0.1448,WHITE (intact),4.296,4.762,4.326,3.825,4.827,8.1,OK,SIMULATED
SIM-0229,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,0.0,False,0,none,64.23,0.82,3.48,160,155,150,29.78,0.451,78.99,-7.17,-11.97,168,201,217,3.72,0.0628,0.0084,WHITE (intact),3.941,4.326,3.963,3.497,4.43,-0.9,OK,SIMULATED
SIM-0230,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,0.0,False,0,none,64.4,0.73,2.98,160,155,151,29.61,0.4483,78.91,-6.96,-13.5,166,200,220,3.3,0.0541,0.009,WHITE (intact),3.904,3.707,3.893,3.43,4.356,-2.7,OK,SIMULATED
SIM-0231,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,0.0,False,0,none,64.63,0.86,3.07,161,156,151,29.38,0.4448,78.78,-7.56,-12.66,166,200,218,3.51,0.0598,-0.0163,WHITE (intact),3.923,4.111,3.934,3.469,4.399,-1.6,OK,SIMULATED
SIM-0232,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,50.0,False,0,none,59.38,1.35,3.73,148,142,136,34.66,0.5248,78.85,-6.65,-12.76,168,200,218,3.65,0.0613,0.179,WHITE (intact),3.645,4.22,3.674,3.236,4.112,-8.2,OK,SIMULATED
SIM-0233,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,50.0,False,0,none,59.87,1.87,3.72,151,143,138,34.18,0.5175,79.57,-7.05,-12.28,169,202,220,3.13,0.0523,0.1742,WHITE (intact),3.582,3.58,3.582,3.15,4.014,-10.4,OK,SIMULATED
SIM-0234,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,50.0,False,0,none,57.67,1.29,4.05,144,138,132,36.37,0.5506,79.15,-8.08,-13.02,165,202,220,3.01,0.0498,0.1808,WHITE (intact),4.003,3.409,3.966,3.495,4.438,-0.8,OK,SIMULATED
SIM-0235,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,200.0,False,0,none,44.65,1.86,4.67,112,104,98,49.42,0.7482,79.33,-7.34,-12.66,168,202,220,3.06,0.0523,0.5552,WHITE (intact),3.793,3.581,3.781,3.329,4.233,-5.5,OK|LIGHT_OR_AGE_WARNING,SIMULATED
SIM-0236,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,200.0,False,0,none,44.71,0.89,3.48,110,105,100,49.3,0.7464,79.42,-6.74,-12.41,170,202,219,3.28,0.0547,0.5572,WHITE (intact),3.716,3.751,3.718,3.273,4.163,-7.0,OK|LIGHT_OR_AGE_WARNING,SIMULATED
SIM-0237,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,200.0,False,0,none,43.23,1.75,3.55,108,101,96,50.8,0.7693,79.15,-6.97,-12.85,168,201,219,3.24,0.0549,0.5589,WHITE (intact),4.319,3.767,4.282,3.78,4.784,7.0,OK|LIGHT_OR_AGE_WARNING,SIMULATED
SIM-0238,F_light,1,1.0,4.0,constant,4.0,25.0,50.0,True,0,800.0,False,0,none,29.71,2.89,4.9,78,68,63,64.38,0.9747,78.67,-6.68,-12.77,167,199,218,3.79,0.0638,0.9611,WHITE (intact),2.884,4.393,2.937,2.57,3.303,-26.6,OK|LIGHT_OR_AGE_WARNING,SIMULATED
SIM-0239,F_light,2,1.0,4.0,constant,4.0,25.0,50.0,True,0,800.0,False,0,none,29.24,2.51,3.77,75,67,63,64.81,0.9814,78.51,-7.15,-12.77,166,199,217,3.8,0.0646,0.9576,WHITE (intact),5.483,4.454,5.382,4.768,5.996,34.5,OK|LIGHT_OR_AGE_WARNING,SIMULATED
SIM-0240,F_light,3,1.0,4.0,constant,4.0,25.0,50.0,True,0,800.0,False,0,none,29.55,2.39,4.58,76,68,63,64.51,0.9769,79.47,-7.03,-11.79,170,202,218,3.5,0.0573,0.9598,WHITE (intact),3.683,3.934,3.696,3.254,4.138,-7.6,OK|LIGHT_OR_AGE_WARNING,SIMULATED
SIM-0241,G_read_delay,1,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,0,none,27.98,2.04,4.06,72,65,60,66.06,1.0003,58.75,-2.29,-3.08,134,143,147,26.31,0.4496,-0.003,WHITE (intact),,39.804,39.804,34.73,44.879,-0.5,OK,SIMULATED
SIM-0242,G_read_delay,2,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,0,none,28.31,2.77,4.47,74,65,60,65.77,0.9958,58.66,-2.21,-2.64,135,142,146,26.6,0.4544,0.0053,WHITE (intact),,40.393,40.393,35.256,45.53,1.0,OK,SIMULATED
SIM-0243,G_read_delay,3,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,0,none,28.06,1.23,3.69,71,65,61,65.95,0.9986,58.2,-3.39,-2.42,131,142,144,26.87,0.4588,0.0065,WHITE (intact),,40.936,40.936,35.741,46.131,2.3,OK,SIMULATED
SIM-0244,G_read_delay,1,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,4,none,27.82,1.71,3.97,71,65,60,66.21,1.0026,58.72,-2.52,-3.54,133,143,147,26.1,0.446,0.0038,WHITE (intact),,39.378,39.378,34.349,44.407,-1.6,OK,SIMULATED
SIM-0245,G_read_delay,2,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,4,none,28.15,2.71,4.01,73,65,60,65.91,0.998,58.88,-2.89,-3.91,133,143,148,25.73,0.4397,-0.0042,WHITE (intact),,38.618,38.618,33.67,43.567,-3.5,OK,SIMULATED
SIM-0246,G_read_delay,3,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,4,none,28.17,1.73,3.96,72,65,60,65.86,0.9974,58.7,-3.04,-3.53,132,143,147,26.02,0.4446,-0.0052,WHITE (intact),,39.201,39.201,34.191,44.212,-2.0,OK,SIMULATED
SIM-0247,G_read_delay,1,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,24,none,29.26,2.11,4.35,75,68,62,64.79,0.9811,58.78,-2.58,-2.69,134,143,146,26.39,0.4509,-0.0026,WHITE (intact),,39.967,39.967,34.875,45.059,-0.1,OK,SIMULATED
SIM-0248,G_read_delay,2,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,24,none,29.07,2.55,4.89,76,67,61,65.0,0.9842,58.44,-2.68,-2.9,133,142,145,26.58,0.4543,-0.0053,WHITE (intact),,40.375,40.375,35.24,45.511,0.9,OK,SIMULATED
SIM-0249,G_read_delay,3,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,24,none,28.96,2.6,4.63,75,67,61,65.11,0.9858,61.13,-2.6,-4.6,138,149,155,23.52,0.4017,0.006,WHITE (intact),,34.249,34.249,29.757,38.742,-14.4,OK,SIMULATED
SIM-0250,G_read_delay,1,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,72,none,30.58,1.55,3.39,77,71,67,63.44,0.9606,61.19,-3.73,-4.27,137,150,155,23.36,0.3992,0.0028,WHITE (intact),,33.964,33.964,29.501,38.427,-15.1,OK,SIMULATED
SIM-0251,G_read_delay,2,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,72,none,30.15,1.69,3.88,76,70,65,63.88,0.9673,58.84,-2.45,-2.52,135,143,146,26.44,0.4517,0.0008,WHITE (intact),,40.063,40.063,34.961,45.165,0.2,OK,SIMULATED
SIM-0252,G_read_delay,3,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,72,none,30.01,2.01,4.08,77,69,64,64.03,0.9696,59.89,-3.0,-3.88,135,146,151,24.82,0.4242,-0.0024,WHITE (intact),,36.799,36.799,32.042,41.556,-8.0,OK,SIMULATED
SIM-0253,G_read_delay,1,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,168,none,33.43,1.87,3.64,84,77,73,60.6,0.9176,60.55,-3.67,-3.88,135,148,153,24.11,0.4119,-0.0006,WHITE (intact),16.643,35.396,20.957,18.746,23.169,-47.6,OK,SIMULATED
SIM-0254,G_read_delay,2,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,168,none,33.62,1.86,3.59,85,78,73,60.41,0.9147,58.81,-2.04,-3.37,135,143,147,26.2,0.4476,-0.0132,WHITE (intact),16.413,39.56,20.843,18.634,23.052,-47.9,OK,SIMULATED
SIM-0255,G_read_delay,3,5.0,8.0,constant,40.0,25.0,50.0,True,0,0.0,True,168,none,34.03,2.42,4.4,87,79,73,60.03,0.909,59.93,-3.26,-4.82,134,146,153,24.37,0.4161,0.0062,WHITE (intact),15.934,35.872,19.918,17.835,22.002,-50.2,OK,SIMULATED
SIM-0256,H_interferent_only,1,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CH3SH_1ppm,59.29,1.0,4.05,148,142,136,34.74,0.526,77.87,-7.76,-11.8,164,198,214,4.68,0.0789,0.0022,WHITE (intact),4.963,5.482,5.004,4.438,5.569,,OK,SIMULATED
SIM-0257,H_interferent_only,2,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CH3SH_1ppm,59.24,0.69,4.22,147,142,135,34.78,0.5266,78.21,-6.68,-12.9,166,198,217,4.16,0.07,-0.0092,WHITE (intact),4.986,4.835,4.973,4.406,5.54,,OK,SIMULATED
SIM-0258,H_interferent_only,3,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,CH3SH_1ppm,60.54,0.31,3.42,149,146,140,33.46,0.5066,77.98,-6.31,-11.88,167,197,214,4.85,0.0819,0.0122,WHITE (intact),4.627,5.694,4.701,4.168,5.235,,OK,SIMULATED
SIM-0259,H_interferent_only,1,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,SO2_5ppm,90.05,-0.6,2.38,227,227,222,4.04,0.0594,81.92,-7.62,-14.6,172,209,231,0.71,-0.0016,-0.0178,WHITE (intact),0.408,,0.408,0.235,0.581,,OK,SIMULATED
SIM-0260,H_interferent_only,2,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,SO2_5ppm,90.1,0.35,2.45,229,226,222,3.95,0.059,80.52,-7.96,-13.57,168,205,225,1.54,0.0257,0.0142,WHITE (intact),0.31,1.734,0.322,0.154,0.49,,OK,SIMULATED
SIM-0261,H_interferent_only,3,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,SO2_5ppm,89.82,0.48,3.7,230,225,219,4.27,0.0637,81.89,-8.45,-14.17,170,210,230,0.49,-0.0012,0.0073,WHITE (intact),0.39,,0.39,0.217,0.562,,OK,SIMULATED
SIM-0262,H_interferent_only,1,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,NO2_5ppm,93.63,0.43,3.52,241,236,230,0.76,0.0059,81.3,-8.09,-14.47,169,208,228,0.85,0.007,0.0074,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
SIM-0263,H_interferent_only,2,0.0,8.0,constant,0.0,25.0,50.0,True,0,0.0,True,0,NO2_5ppm,93.64,0.14,3.72,240,236,230,0.81,0.0056,82.32,-7.79,-13.56,174,210,230,0.59,-0.0011,-0.0001,WHITE (intact),,,0.0,0.0,0.297,,BELOW_LOQ,SIMULATED
